STRATUM;ISCEDO;MISCED;FISCED;DURECEC;REPEAT;ESCS;UNDREM;METASUM;HOMEPOS;CULTPOSS;HEDRES;WEALTH;ICTRES;DIRINS;PERFEED;EMOSUPS;TEACHINT;JOYREAD;ATTLNACT;COMPETE;WORKMAST;GFOFAIL;EUDMO;SWBP;RESILIENCE;GCSELFEFF;DISCRIM;BELONG;BEINGBULLIED;CURSUPP;EMOSUPP;JOYREADP;PV1MATH;PV1SCIE
PRT0011;1;1;2;2;0;-1,0945;1,5;,59;,5822;,7789;,0477;,392;-,1536;,286;,7743;-,6576;,1744;,2694;-,6583;-,2661;-,1015;,1097;-,9827;1,2386;-,8386;-,3217;,5881;,0348;,2907;-,8513;-1,7606;-,5589;607,625;582,541
PRT0011;1;4;4;2;0;-,1855;-,6;-,57;-,0866;-1,084;1,1793;,4905;-,1536;1,1049;1,251;,3622;,9888;-,7983;1,0844;2,0054;,9982;-,687;,2621;-,5928;-,0614;,0346;,3228;-,3184;,2907;-,0739;99;1,369;551,783;526,308
PRT0011;2;0;5;1;1;-,5381; ;,21;-,4689;-,2634;-,6853;,0059;-,4311;-,0424;-,3253;,3586;,6134;-,2406;,443;,1956;-,772;-,3009;1,1963;1,2386;,8496;-,5851;-,1088;2,7249;-,7823;1,184;-2,0336;,1264;411,651;444,83
PRT0011;1;2;0;99;1;-1,072;-1,64;-1,72;,2657;,5695;1,1793;,0247;-,9848;-,0424;,7743;-,6576;,1744;,638;-,6583;,1956;-,1015;,4637;,2621;-,5928;-,0614;,1904;-1,1549;-,7814;-,7823;1,6306;,739;,3075;355,522;397,862
PRT0011;1;5;5;1;1;,3866;-1,64;-1,34;-,1524;-1,7773;,0477;,8024;,3443;-,0424;-,3253;-,6576;-1,1249;,0995;,4626;-,6888;-,1015;,1097;,2621;,6502;-,5536;,6836;-,1088;-,3184;-,7823;,2722;-,115;,3075;360,707;399,672
PRT0011;1;2;0;3;0;-1,4042;-1,64;-1,72;-1,3611;-1,084;-1,0118;-,9114;-1,2275;,006;-,3253;,2127;,1744;-1,0512;1,0844;2,0054;1,8164;1,0944;-,569;1,2386;-,0614;,9919;,3595;1,4903;-,7823;99;99;99;399,18;405,996
PRT0003;2;6;5;99;1;,0734;-,94;-,57;-,9785;-,5466;-,4903;-,8383;-,0409;,4301;,3993;-,6576;,5665;-1,3532;-,6583;-,7163;-,8757;-1,8939;-,569;-1,8489;-,0614;-1,0682;,5881;-,8797;,7703;,1851;-,5553;-,6866;361,146;345,5
PRT0003;1;2;2;2;1;-1,4947;-,6;-,18;-,4748;-,175;-,6853;-,1991;-,7308;,6532;2,0165;-1,3914;-,3689;-,3377;-1,6139;,1956;-,1015;-,2006;,2621;-1,566;-,5536;-,3942;1,3527;-1,1224;1,5082;99;99;99;431,795;331,922
PRT0003;2;5;6;5;1;,5549; ; ;,0351;,5695;1,1793;-,6027;,0895;99;99;-,6576;,1744;-,4556;-,6583;1,1811;,487;-1,1597;,2621;1,2386;-,0614;2,3535;-1,1549;2,7249;-,7823;99;99;99;310,01;342,156
PRT0003;1;3;2;5;1;-,4773;,1;-,18;-,0307;-,1643;-,6853;,4905;-,349;1,8202;2,0165;-,6576;,1744;-,7215;-,6583;,1956;-,1015;,4637;,2621;,1038;-,0614;-,3756;-1,1549;-,5719;-,7823;,2271;,739;-,0028;516,248;515,919
PRT0003;1;99;2;3;1;-,9115;1,5;1,36;-,2272;,7789;-,6853;-,9704;-,8794;,4301;-,3253;99;-,2934;2,0787;-1,1507;99;99;99;99;99;99;99;99;99;99;,9217;,0721;-,5092;403,175;497,739
PRT0003;1;6;6;3;1;-,0906;,8;-,95;,1827;,444;-,6853;,2521;-,349;,5467;1,0514;1,0346;,6797;,4627;1,0844;-,2047;,4221;-,7592;,2621;,7301;,3858;,0043;,5881;,4846;-,7823;99;99;99;363,371;379,697
PRT0003;2;4;1;4;1;-,5687;,45;-,18;-,3191;-,5466;,0477;,0277;-,1536;1,8202;2,0165;-,6576;1,8245;,391;,0042;-,6888;-1,034;-,3799;-,267;-,5928;-,5536;,1904;-1,1549;-,3485;-,7823;,9249;,739;1,369;432,712;485,2
PRT0003;2;6;3;3;1;,1723; ; ;,6834;,0422;1,1793;,9001;,094;1,8202;-,3253;99;1,8245;-,1119;99;99;99;99;99;99;99;99;99;99;99;99;99;99;374,829;330,624
PRT0003;1;2;2;4;0;-1,8605;-,25;-,18;-1,1455;-,095;-,5089;-1,5305;-1,0402;1,8202;,7743;,6364;,6797;1,0123;1,0844;-,5707;-,1015;,4637;1,7411;1,2386;,4152;-,1424;-1,1549;,6818;-,7823;-,2218;,739;1,369;488,386;468,356
PRT0003;1;0;99;4;0;-2,4248;-1,64;,59;-,0152;-,6589;1,1793;,6535;1,2943;,3183;,7743;-,6576;,1744;1,403;-,6583;-,2047;-,1015;,052;,2621;,1869;-,0614;,1904;-1,1549;-,4509;-,7823;-,0709;,0721;,4298;406,457;442,946
PRT0003;2;6;5;2;1;-1,0588; ; ;,2046;-,6938;1,1793;1,2747;,9144;1,8202;99;-,6576;,2215;-1,193;-1,8225;99;99;99;99;99;99;99;99;99;99;,1775;,739;-1,0017;334,736;310,004
PRT0003;1;6;6;4;1;,0022;,45;-,95;,1721;-,1643;-,1357;,6452;,1333;1,1049;2,0165;-1,6711;,1744;-,1042;1,0844;2,0054;-,1015;,5949;-2,1464;-2,2325;-1,5087;-2,7142;1,8217;,3692;1,5436;99;99;99;312,836;406,622
PRT0003;1;5;0;5;1;-,3323;-1,64;-1,72;-,1524;-,1643;-,9779;,2668;-,14;-,0424;-,3253;1,0346;-,8262;1,7513;-1,1791;,6314;1,8164;,8207;,8126;-1,9005;,2569;,8873;,5881;-1,3277;1,7056;1,715;,739;1,369;379,454;362,729
PRT0003;1;2;4;3;0;-,8149;-1,64;-1,72;,3085;1,8733;-,6853;-,1174;-,8794;1,0055;,7743;-,6576;,1744;,1984;1,0844;,1956;-1,3692;-,687;-,6723;-,5928;-1,2865;-,5257;-,3896;-,0845;-,7823;-,1232;,0721;-,2938;517,475;467,379
PRT0003;1;6;6;99;1;,0103;-,6;-1,72;-,7007;-,7691;-1,5925;,3101;,3875;-,8332;-1,1311;-1,0657;,1744;-,4556;-,6583;-,4112;-,7233;,4637;-,1652;-1,566;-,8386;-,792;,5881;-,8575;1,5082;,2934;,739;,4109;356,477;271,068
PRT0003;2;2;2;3;1;-1,7638; ;,21;-1,1107;,0422;-1,3835;-1,0523;-1,724;1,8202;-1,6391;-,6576;-1,519;,228;,0042;,1244;,0273;-1,8939;,8126;,1038;-,0806;-,1708;,5881;,0485;-,7823;-,7629;,739;,3075;438,753;442,875
PRT0003;1;2;6;2;1;,3838;-,25;,21;,3515;1,8733;1,1793;-,4999;-,6231;1,8202;1,458;99;1,8245;1,7513;1,0844;-1,1309;,6291;,1097;,8126;,7301;99;99;99;99;99;99;99;99;469,092;436,106
PRT0003;2;0;1;3;1;-1,9201;-,6;-1,72;-,3204;-,3023;1,1793;-,593;,3092;-,2546;,7743;-1,1847;,1744;,0127;-,6583;-,2047;-,772;-,687;,2621;-,5928;-,0614;-,9477;-,5252;-,5707;,2907;-1,2648;-1,7606;-,9295;417,62;457,665
PRT0003;2;6;6;2;1;-,0477;-1,64;-,95;-,8377;-,1075;-1,0118;-,6224;-,8499;1,8202;,7743;-,6576;,1744;,1336;-,6583;,1956;-,1015;,4637;,2621;1,2386;-,0848;,1904;1,7356;-,9879;99;,7744;-1,2776;,7098;259,964;339,584
PRT0003;1;0;0;2;0;-2,9746;,45;,21;-1,2111;-1,7773;,0477;-,8647;-,8694;-1,0988;-1,6391;1,0346;-1,6837;-1,1538;1,0844;-1,7664;-,1015;,4637;1,1963;,3385;-,4684;,1904;,0135;-,7097;,1462;,5564;,739;-1,7845;474,176;422,277
PRT0003;2;2;2;0;1;-,4905;,45;,98;,6083;1,8733;1,1793;-,7942;,0374;99;99;99;99;-,0506;-,6661;-,8279;-1,4028;-,6133;-1,3951;99;99;99;99;99;99;99;99;99;367,098;368,839
PRT0003;1;6;99;3;1;-,0626;-1,29;,59;-,9338;-,3023;-,6947;-,9875;-,5503;-,7134;,2682;99;-,2934;-,8775;-1,4024;-,733;-1,034;-,9823;,2621;-1,8489;-,7793;,3511;99;-,7724;99;,2423;,739;2,2623;331,689;402,054
PRT0003;1;2;5;99;1;-,2912;1,5;,59;-,9058;-,2303;-1,0527;-,6371;-,5742;1,8202;-,3253;99;,1744;-,7077;,0083;,571;-,772;1,8905;-,9827;-,5928;-,0614;,273;99;-,439;99;99;99;99;528,522;506,378
PRT0003;1;1;4;99;1;-,9215;-1,64;,21;-,4953;-,1949;-,1357;-,3206;-,3205;-,2087;,7743;-,6576;-,6734;,3568;,0083;-,8279;-1,2909;,4637;,2621;1,2386;-1,0586;-,8285;,5493;,1837;2,5101;2,2123;,739;,7098;392,888;458,858
PRT0007;1;6;6;3;0;,9577;,1;,59;,6291;,1655;1,1793;,4454;,5236;,7198;2,0165;1,0346;,1744;,2298;-2,5375;-2,345;1,8164;-1,8939;-,1652;1,2386;,8352;,023;-1,1549;,9423;-,7823;,3065;,739;,3075;537,427;519,149
PRT0007;1;5;4;3;0;,2794;,1;1,36;,4646;-,3023;,0477;1,27;2,6563;,373;2,0165;1,0346;-,3689;-,2704;1,0844;,1244;-,7233;-,3799;,2621;-,5928;-,0614;-,9477;-1,1549;,6818;-,7823;99;,739;-1,6269;526,677;491,606
PRT0007;1;4;4;4;0;-,6152;-1,64;-1,72;-,6972;-,3834;,0477;-,4926;-,1536;1,8202;2,0165;,6364;-1,048;-1,793;-,6583;-1,2263;1,8164;-1,8939;,2621;1,2386;2,3693;1,3959;-1,1549;-,0821;-,7823;4,7142;,739;-,0419;617,976;577,455
PRT0007;1;6;6;3;0;1,1952;1,15;,59;,7981;-,0168;1,1793;,9221;,6901;1,1049;,299;1,0346;,9684;,5185;1,0844;,411;,6291;,4637;,8126;-,5928;,3858;,6899;-1,1549;-,1903;-,7823;-,315;,739;-,0028;564,96;547,969
PRT0007;1;6;5;3;0;,6219;,1;-,18;,4348;,5695;-,1357;,1282;-,349;-,7139;,0728;1,0346;,6797;-,4423;1,0844;,1956;-,1015;-,7592;,2621;-,5928;-,0614;,9191;,2143;,6818;-,7823;,4317;,739;1,369;584,183;570,501
PRT0007;1;6;6;5;0;-,3488;,8;,98;-1,1958;-,522;-,6122;-1,493;-,8499;,3183;,7743;1,0346;-,6079;-,6146;1,0844;,1956;,5693;,1097;-,9827;99;-,0614;,3511;,1957;-,3184;-,7823;,6002;,739;1,369;562,966;551,177
PRT0007;1;6;2;3;0;,8385;,45; ;,7051;,5695;-,6853;,432;,3875;-1,2468;-,6555;,3622;,784;1,2316;1,0844;-1,7664;,5693;-,13;,2621;-,5928;,7251;-,6895;-,2861;,6653;-,7823;,2178;,739;2,2623;584,918;583,564
PRT0007;1;6;6;4;0;,8203;1,15;1,36;-,1937;-,0471;1,1793;-,3871;-,1536;-1,3309;-1,1311;1,0346;-,5185;,4627;1,0844;-2,345;-,1982;,8794;-,569;-,5928;-,4957;-1,0776;-,2021;-,2159;-,7823;,1908;-,0472;-1,2085;603,093;495,759
PRT0007;1;6;99;2;1;,6906;-,25;-1,72;-,2344;-1,084;-,1357;,2885;,7693;-,6065;,1339;1,0346;-,7496;-2,7114;1,0844;2,0054;1,8164;1,8905;1,7411;1,2386;2,3693;2,3535;3,1825;-,1769;-,7823;-,0757;,739;2,2623;471,361;555,328
PRT0007;1;6;6;1;1;1,4857;-1,64;-1,72;1,1392;,444;-,1357;1,6797;1,0192;1,8202;2,0165;1,0346;,1744;-,9016;,024;2,0054;,6291;1,8905;1,7411;,5012;1,2011;-,9477;1,7356;2,7249;-,7823;1,1398;-2,3927;1,369;390,828;476,769
PRT0007;1;6;6;1;0;1,1455;1,5;,59;,2637;,1655;-,4903;,2484;,0895;-,6412;1,1522;1,0346;1,8245;2,0787;,4667;-1,5513;1,1448;-,4342;-,9827;-,5928;-,8109;,4882;-1,1549;-1,0523;-,7823;-,0521;,739;,2063;520,793;575,145
PRT0007;1;6;6;3;0;1,2377;,1;-,95;,5531;,1706;-,1357;,3647;,1042;,7198;-,3253;1,0346;,1744;,5744;1,0844;-,733;-1,071;-,3799;1,348;,7301;1,1497;1,1158;,5881;,0869;-,7823;,7;,739;,3075;534,887;390,632
PRT0007;1;6;6;4;0;,9292;1,15;-,18;,5616;1,8733;-,5492;,1799;-,3629;-1,0499;-1,1311;-1,0657;-,3689;,638;-,6583;,1956;-,772;-,13;-1,2631;-,5928;-,1769;,0887;,5881;-,1903;-,7823;-,2528;,739;-,7155;516,183;598,034
PRT0007;1;6;6;5;0;1,1088;-1,64;,21;,5938;-,175;-,1357;1,1302;,3875;,286;1,251;1,0346;,3684;1,5998;-2,5375;1,2643;,487;-,2459;1,7411;1,2386;1,6219;,5976;,0135;1,4685;1,0457;,594;,739;2,2623;504,586;573,654
PRT0007;1;6;6;99;0;,8353;-,25;1,36;,2515;,7789;-,6853;-,2032;-,112;,0351;-,9181;99;-,5905;,6523;,4626;-,6888;-,1015;-,3799;,2621;1,2386;-,8109;-,22;99;-,4509;99;,7;,739;,7098;596,928;638,104
PRT0007;1;2;6;3;0;,4006;1,15;,59;-,3296;-,0168;-,1357;-,3078;-1,2275;-1,2468;-,3253;1,0346;-,8687;-,1209;,4626;,1956;-,1015;,4637;-,9278;-,5928;-,8109;-,2302;,1265;,6818;-,7823;99;99;99;568,413;592,507
PRT0007;1;6;4;4;0;,7932;-,94;,21;,008;,3164;-,6853;-,0293;-,349;,006;,7743;1,0346;-,8262;-,9016;1,0844;-,2047;-,6545;-,4342;-,1652;1,2386;-,0614;,5646;-1,1549;,3018;-,7823;-,2371;,739;2,2623;541,59;520,581
PRT0007;1;6;5;5;0;,6742;,1;1,36;,317;,5695;-,1357;,1778;,135;-,9726;-,3253;1,0346;-,6413;,5572;,0281;-,2047;,6291;-,4342;,8126;-,5928;-,0614;-,0725;-1,1549;,6818;-,7823;99;99;99;519,751;477,825
PRT0007;1;6;6;5;0;,7658;-,94;,59;,1754;,5695;-,1357;-,5799;-,239;-2,1693;-,99;-,6576;-1,3953;1,7513;1,0844;1,2643;,7068;1,8905;-2,1464;-,5928;-,5531;2,3535;-,1731;-,5635;,2907;1,01;,739;2,2623;607,475;542,243
PRT0007;1;4;6;4;0;,3358;1,5;,59;,3029;,1706;-,1357;,3264;,7693;-,5072;,299;1,0346;,1744;-,511;-1,1534;,1956;-,6545;-,0845;1,348;,6502;-,0614;,1904;,9385;,0716;-,7823;99;99;99;594,516;579,655
PRT0007;1;5;5;3;0;,6916;1,5;,59;,3361;-,6589;-,6853;2,5079;1,0192;-,7134;-1,1311;-1,1817;-,6413;-2,7114;1,0844;1,1811;-,7233;-1,1858;-,9827;-,7871;,4092;,9551;1,7356;,6401;,2308;-,4418;-,4858;-,0588;473,403;551,215
PRT0007;1;5;5;4;0;,7855;1,15;1,36;,5959;,1027;1,1793;,3077;,2111;-,5072;-,3253;-,6576;-,5905;,2694;-,6583;1,1811;-,1015;-,3799;-,9827;-,5928;-,8308;,7774;,1265;-,9728;-,7823;-,4923;,739;,8279;656,787;583,249
PRT0007;1;2;1;2;1;-1,6393;-,25;-1,34;-,7607;,5695;-1,3835;-1,0595;-,8794;-,3733;-,0008;-,6576;-1,2655;-,1843;-,6583;-,2047;-,6545;,3335;-,569;1,2386;-,5536;-,5851;,5881;-1,0572;,7703;,3249;,0721;,4072;359,536;397,172
PRT0007;1;6;6;4;0;1,3896;,45;1,36;,912;1,8733;-,1357;,6132;,1042;-,7134;,299;,6364;1,8245;-1,4882;-,6583;,7871;-,1015;-1,8939;-1,306;-1,1176;-,8109;-,9011;-,3896;1,4685;-,7823;-,0324;,739;,8279;696,317;605,444
PRT0007;1;4;6;5;0;1,1814;1,15;1,36;,4202;,5695;-,1357;,017;-,112;,0054;,2012;,6402;,2598;1,2316;,4667;-,4112;-,7233;,1097;-,6723;-,5928;1,111;,843;-,1731;,6818;-,7823;1,8061;,739;,4072;539,755;578,906
PRT0007;1;5;3;3;0;,4078;,1;1,36;,3502;,5695;-,1357;,1545;-,112;-1,6464;-1,256;,5029;-,7972;-,1542;1,0844;-1,0457;1,8164;1,8905;1,243;-,5928;-1,0974;1,0338;-1,1549;,6818;-,7823;,3065;,739;-,9295;570,426;526,908
PRT0007;1;6;4;4;0;,7622;-,6;,98;,2751;,3001;-,1357;,0587;-,239;-,5794;-1,6391;1,0346;,1744;1,2316;1,0844;-,4112;,9982;-,4342;1,1963;,7301;-,0614;,8394;-1,1549;-,9298;,2907;,5166;,739;2,2623;544,412;472,338
PRT0007;1;2;3;5;0;-,8395;,45;-,18;-,5979;-,6938;-,6853;-,1162;-,112;-,9726;,9044;,5029;-,6079;-1,1538;1,0844;2,0054;,5693;-,5722;1,7411;1,2386;2,3693;,0535;-1,1549;1,4685;-,7823;-,1346;-1,7606;-,8525;671,343;694,645
PRT0007;1;4;4;99;0;,1845;,1;,59;,085;,444;-,6853;,2061;-,5742;1,8202;-1,6391;1,0346;-,5551;-,3253;1,0844;-,4631;,5693;-,3009;1,7411;,1038;,7728;-,0909;-,3896;,6818;-,7823;,4003;,739;,2063;516,536;524,322
PRT0007;1;6;6;3;0;1,602;-1,64;,59;1,9399;,7789;1,1793;1,5665;,6901;-,2546;,1726;1,0346;-,3689;-,0738;1,0844;,4352;-,7233;-,3799;,8126;-,5928;1,5527;-,0116;,1265;1,4685;-,7823;1,275;,739;2,2623;590,986;558,413
PRT0007;1;3;6;5;0;,5069;1,15;,59;,4627;,5695;1,1793;,002;,4826;-,7874;-,0008;1,0346;-1,0615;-,0721;1,0844;-,2661;,5693;-,687;-,1652;1,2386;1,6219;1,2401;,8538;,6818;-,7823;,4746;,739;-,1514;506,256;564,806
PRT0007;3;6;6;2;0;,7354;-,94;,21;-,0332;-1,7773;-,1357;1,2747;,5447;,3189;,7743;-,6576;,1744;-,5262;-,6117;2,0054;-,0039;-,0845;,2621;-,5928;-,0614;,855;99;-,1843;-,7823;-,9832;-,5553;-2,2515;435,647;385,432
PRT0004;1;2;0;99;1;-1,7211;-,25;-,95;-1,1665;-1,084;-,6853;-,746;-,5742;1,8202;,9044;-,6576;1,3209;1,3468;1,0844;-1,7009;-,1015;-,9823;,8126;-,5928;-,5536;-,0984;,9385;-,445;,2907;,4509;,739;-,1512;449,547;482,039
PRT0004;1;2;2;4;0;-1,1145;,45;-,18;,3516;-,1643;1,1793;,6375;,3443;1,8202;,7743;1,0346;99;-1,9715;-,6583;,6314;-,1015;,4637;1,7411;1,2386;-,0614;-,5959;-1,1549;,3018;-,7823;2,1038;-,5553;-1,2085;411,794;396,037
PRT0004;1;99;99;99;1; ;-1,64;-1,72;-,0774;-,5466;-,6853;,8146;-,349;-,0424;-,3253;-1,1847;,1744;-,2704;-,6583;-,9792;-,772;-,3799;,2621;99;-,4684;,1904;,5881;-,763;1,7669;,3398;,739;-,2938;375,974;417,649
PRT0004;1;1;2;99;1;-1,4898;-,6;,59;-,5649;-,332;-1,0118;-,3377;-,6068;,286;,433;-,6576;-,6079;,0631;-,7369;-2,345;-1,071;-1,8939;,2621;1,2386;1,59;-,5851;,0963;2,7249;-,7823;-,2161;-1,7606;-,3096;470,417;460,258
PRT0004;1;6;2;3;1;-1,3629;-,6;-1,34;-,2354;-,0471;-,6853;-,0108;-,349;,006;,0728;-,6576;-,2934;-,1042;,0042;-,9792;1,8164;,9606;,2621;,3385;-,0614;-1,6562;-1,1549;,472;-,7823;-,8648;-,6796;-1,2799;363,47;371,779
PRT0004;1;5;5;5;1;,4713;-1,64;-1,72;2,1984;,444;1,1793;2,0622;3,601;-,3275;,9044;-,6576;-,5905;-1,1538;-,6583;,1956;-,1015;-,7592;,2621;1,2386;-,0614;-,9477;,5881;,6818;-,7823;,1775;,739;-,9295;403,431;380,872
PRT0004;1;5;6;2;1;,5593;-,6;-,57;,0572;,0469;-,1357;,3349;-,239;1,8202;1,0514;,6364;1,3209;1,3752;1,0844;-,9792;-,1015;1,8905;1,7411;1,2386;-,7911;-,9477;-1,1549;,1554;-,7823;-,3977;-1,2776;-,5589;271,109;318,558
PRT0004;1;99;99;3;0; ;-,6;-1,72;-1,4015;-,6938;-1,3835;-,6325;-1,724;-,4616;-,1625;1,0346;,1744;,0127;-,6583;1,1811;,6291;-1,8939;,2621;1,2386;,8496;,0346;-1,1549;-,1843;-,7823;-,9173;99;-1,0017;458,204;401,061
PRT0004;1;2;2;3;1;-1,402;,1;1,36;-,0797;-,1075;-,6853;,448;-,112;-,7139;,9044;-,6576;,6134;,1499;,443;-,5707;-,1015;,5949;-,569;,7301;,0018;-1,1121;,5881;,6818;-,7823;,8159;,0721;-1,3099;345,278;314,175
PRT0004;1;6;6;4;0;,7942;-,25;1,36;,2179;-,0168;,0477;,5436;-,1536;1,8202;1,5844;1,0346;-,2937;-,4423;-2,5375;2,0054;1,0596;,1097;-,3121;1,2386;-,5325;-1,217;-1,1549;2,7249;-,7823;,5025;-,0472;1,369;413,416;463,971
PRT0008;1;6;6;5;0;1,3111;,1;,59;,7855;,3883;-,5089;,6678;,0379;,006;-1,6391;,6364;,1744;-,5753;1,0844;-,5707;-,1015;,4637;99;1,2386;-,0614;-,2475;-1,1549;-,3184;-,7823;-,6975;,739;2,2623;532,241;512,571
PRT0008;3;0;0;99;0;-2,1556;1,15;,59;-1,3325;-1,084;-,5813;-1,163;-,94;-,2546;-,9181;,6364;-1,0615;-,6896;1,0844;-,9792;-1,071;,4637;-,9827;-,5928;-1,4832;-,4308;-1,1549;-,4509;-,7823;,2672;-,115;1,369;425,742;470,714
PRT0008;1;4;2;2;0;-,5613;1,5;,59;-,035;,5695;,0477;-,409;-,94;,2329;,5121;1,0346;,6797;,638;1,0844;-,4112;1,8164;-,9823;,2621;,1869;-,4909;-,0116;-,5252;1,4685;-,7823;1,3171;-,5553;,7098;590,442;513,991
PRT0008;1;1;1;1;1;-2,2562;-,94;,21;-,7014;-,0168;-,6853;-,7984;-,8794;-,5066;-,6555;99;1,3209;,3568;1,0844;-,9372;1,8164;1,4083;-,6723;-,5928;,3139;-1,4942;99;-,3282;99;-,6222;-,5553;-,5589;471,327;452,166
PRT0008;1;0;0;3;0;-2,802;-,25;-,57;-,901;,5695;-,6853;-1,8883;-1,4171;-,2546;-,3253;-,6576;,1744;,3568;-,6583;-,733;-,1015;,1097;,2621;,1038;-,0614;,1904;,1265;-,3184;-,7823;1,3171;-,5553;2,2623;526,331;547,982
PRT0008;1;3;1;2;1;-,1235;-,25;1,36;,8117;,444;1,1793;,4101;2,6563;1,8202;1,5844;,6364;1,2403;1,0123;1,0844;-,0591;-,2288;1,8905;,2621;1,2386;-,096;,4009;-,2021;1,4685;99;1,3897;,0721;1,369;382,943;466,662
PRT0008;1;2;2;2;0;-,0015;-1,29;-1,72;1,0142;,241;1,1793;,9729;,4949;-1,0988;,7743;,6402;,2595;-,0176;-,6583;1,1811;,5693;-1,0109;1,7411;-,5928;1,111;-,2475;-,6615;,4152;-,7823;-,0193;-,5553;,0327;538,086;451,883
PRT0008;1;4;4;5;0;,0735;,8;,59;,1354;1,8733;1,1793;-,7529;-,5662;,6525;,3993;99;1,8245;,1816;1,0844;-,733;,9982;-,9823;,2621;1,2386;-,0614;,6501;99;,9683;99;,6516;,739;,8279;612,463;611,231
PRT0008;1;2;2;3;1;-1,1297;,1; ;-,8062;-,332;-1,2622;-,2818;-,8794;-,7139;-,6555;1,0346;-,2934;-1,1538;1,0844;-,2661;-1,071;-,4342;,2621;1,2386;-,0614;-,9351;-,5252;,3018;-,7823;,9249;,739;-,7617;368,583;401,361
PRT0008;1;1;1;1;1;-1,8865;-,6;-1,34;-,1618;-,3023;-,6853;,4454;,2604;-,0424;1,1225;-,6576;-,8262;-1,1538;-,6583;,1956;-1,071;,1097;,2621;1,2386;-,0614;-1,217;-,1731;,0348;-,7823;,8159;,739;,0327;491,283;448,379
PRT0008;3;1;4;99;0;-1,0071;,8;,98;-,6238;-1,7773;-1,0118;,1545;-,112;-,7592;-,6555;,2127;-1,2655;-,9016;-,6583;,7871;-,772;-,9295;,2621;1,2386;,7877;-,4919;,4415;-,0939;-,7823;,0083;-1,8635;-1,3263;580,731;523,302
PRT0008;3;1;2;99;0;-1,4426;-,94;-1,72;-1,0494;-,6938;-1,0118;-,5572;-,8794;1,1049;,0728;,2127;-,3449;,0631;-,6583;-,2661;,487;,052;,2621;,6502;,8496;,5976;1,0167;,3018;,2907;-,5641;,0721;-,3773;397,962;398,13
PRT0008;1;6;6;5;0;1,2901;-,25;-,57;,8709;,444;1,1793;,3647;,333;,6525;,5121;1,0346;,1744;-,4934;,0042;-,2661;-1,4028;-,9295;-,3121;,7301;-,4684;1,476;-,6615;,0441;-,7823;-,0521;,739;,8279;579,673;618,367
PRT0008;1;4;4;4;0;-,1645;,45;1,36;-,1379;-,175;-,1357;,1545;-,112;1,8202;-,6555;1,0346;-,6079;1,2316;1,0844;-,4112;1,0596;-1,8939;,5454;1,2386;1,217;,5242;-,0284;1,4685;-,7823;,5927;,739;-,2938;472,71;495,04
PRT0008;1;6;4;2;0;,8312;1,5;1,36;,046;-,6938;-,1357;,9106;-,14;,1814;-,6555;99;1,8245;,8418;1,0844;-,4112;-,6545;,052;,2621;1,2386;,7251;,5646;99;,9517;99;,6218;,739;1,369;642,081;630,584
PRT0008;1;4;6;2;0;1,1902;-,94;-,18;,874;,5695;1,1793;,8745;,2111;1,8202;-,99;1,0346;-1,0615;-,9609;1,0844;,7871;-,1015;,3335;-,267;1,2386;1,1497;1,0789;-1,1549;,0348;99;1,8598;,739;,2063;551,573;597,148
PRT0008;1;2;4;5;0;-,1952;,45;-,18;-,2103;-,522;-,6853;,6288;,7693;-1,3843;,1339;-,6576;,2984;-1,0555;1,0844;-,357;,487;1,8905;-1,7389;-1,1176;-,5649;1,0687;-1,1549;-1,2589;,1462;-,7344;-,5553;-1,2085;658,831;609,113
PRT0008;1;4;5;2;0;,1697;1,5;,59;-,0364;-,3023;,0477;,2346;1,2943;-,5343;2,0165;,6402;-,5905;-1,9715;1,0844;1,2643;-,1015;1,8905;-,9827;-,5928;-,5176;-,1247;-1,1549;-,3184;,2907;-,1157;,739;2,2623;435,104;503,647
PRT0008;1;2;2;3;0;-,2116;1,5;1,36;,3571;-,2691;-,6853;,9074;,2272;-,2546;-,3253;99;,1744;,7546;-2,5375;-,2047;99;99;99;99;99;99;99;99;99;2,627;,739;2,2623;579,939;605,239
PRT0008;3;2;99;3;0;-2,0341;-,94;-,18;-1,2617;-,3834;-,1357;-1,4597;-1,2275;,7198;,7743;99;,1744;,0127;-1,1664;,1956;-,772;-,687;,2621;1,2386;-,4684;-,6352;99;-,4509;99;1,4182;,739;-2,4968;398,281;353,515
PRT0008;1;2;2;1;1;-1,259;1,15;1,36;,0907;,7789;-,4903;-,3865;,333;,0054;-,3253;1,0346;,1744;1,0123;,0083;-,9792;99;,1097;-,267;1,2386;-,0614;,812;-1,1549;,6818;99;,7341;,0721;-,2938;408,206;458,662
PRT0008;1;4;2;3;0;,1165;1,15;,21;-,0758;-,175;-,1357;,2022;-,349;-1,2475;-1,256;1,0346;-1,0615;,0127;1,0844;-1,7664;1,1448;,1097;,2621;-1,3186;-1,0583;,6899;-,08;-,3184;,7841;-,3846;,739;,3075;558,89;526,96
PRT0008;1;1;3;4;0;-,7479;,45;,59;-,3558;,0422;-,6853;-,3765;-,349;,6525;-,3253;1,0346;,6797;,1984;1,0844;,7871;1,0596;-,4342;-,6723;,3385;-,0614;,1572;-1,1549;,9264;-,7823;-,0057;-1,7606;-,7296;571,259;527,011
